ORG	GRAM	ORGANISM	ORG_CLEAN	STATUS	COMMON	ORG_GROUP	SUB_GROUP	GENUS	GENUS_CODE	SCT_CODE	SCT_TEXT	EXCLUDE
buk	-	Burkholderia sp.	Burkholderia sp.	C		NFR		Burkholderia	BUK	116201008	Burkholderia species	FALSE
gc1	-	Salmonella Group C1 (O:7)	Salmonella Group C1	C		EBC	GRC	Salmonella	SAL	116377008	Salmonella serotype C1,7:l,w:-	FALSE
lma	-	Legionella maceachernii	Legionella maceachernii	O		check		Tatlockia	TAL	116379006	Tatlockia macaechernii	FALSE
lmc	-	Legionella micdadei	Legionella micdadei	O		check		Tatlockia	TAL	116380009	Tatlockia micdadei	FALSE
tal	-	Tatlockia sp.	Tatlockia sp.	C		check		Tatlockia	TAL	116381008	Tatlockia species	FALSE
apl	-	Actinobacillus pleuropneumoniae	Actinobacillus pleuropneumoniae	C		GNCB		Actinobacillus	ACB	116382001	Actinobacillus pleuropneumoniae	FALSE
acb	-	Actinobacillus sp.	Actinobacillus sp.	C		GNCB		Actinobacillus	ACB	116383006	Actinobacillus species	FALSE
bif	a	Bifidobacterium sp.	Bifidobacterium sp.	C		NOSPORE		Bifidobacterium	BIF	116384000	Bifidobacterium species	FALSE
clr	-	Campylobacter lari	Campylobacter lari	C		GNCB		Campylobacter	CAM	116386003	Campylobacter lari	FALSE
cap	-	Capnocytophaga sp.	Capnocytophaga sp.	C		GNCB		Capnocytophaga	CAP	116387007	Capnocytophaga species	FALSE
chb	-	Chryseobacterium sp.	Chryseobacterium sp.	C		NFR		Chryseobacterium	CHB	116388002	Chryseobacterium species	FALSE
sid	-	Kingella indologenes	Kingella indologenes	O		GNCB		Suttonella	SUT	116392009	Suttonella indologenes	FALSE
sut	-	Suttonella sp.	Suttonella sp.	C		GNCB		Suttonella	SUT	116393004	Suttonella species	FALSE
eet	-	Escherichia coli, enterotoxigenic (ETEC)	Escherichi coli, enterohemorrhagic (EHEC)	C		EBC		Escherichia	ESC	116394005	Enterotoxigenic Escherichia coli	FALSE
eei	-	Escherichia coli, enteroinvasive (EIEC)	Escherichi coli, enterohemorrhagic (EHEC)	C		EBC		Escherichia	ESC	116396007	Enteroinvasive Escherichia coli	FALSE
ppm	-	Burkholderia pseudomallei	Burkholderia pseudomallei	C		NFR		Burkholderia	BUK	116399000	Burkholderia pseudomallei	FALSE
ste	-	Stenotrophomonas sp.	Stenotrophomonas sp.	C		NFR		Stenotrophomonas	STE	116400007	Stenotrophomonas species	FALSE
lin	b	Leptospira interrogans	Leptospira interrogans	C		TREP		Leptospira	LES	116401006	Leptospira interrogans	FALSE
ef4	-	CDC EF-4	CDC EF-4	O		FERM		Pasteurella	PAS	116403009	Centers for Disease Control and Prevention (CDC) group EF-4	FALSE
e4a	-	CDC EF-4a	CDC EF-4a	C		FERM				116404003	Centers for Disease Control and Prevention (CDC) group EF-4a (organism)	FALSE
e4b	-	CDC EF-4b	CDC EF-4b	C		FERM				116405002	Centers for Disease Control and Prevention (CDC) group EF-4b (organism)	FALSE
oen	+	Oenococcus sp.	Oenococcus sp.	C		CatNeg		Oenococcus	OEN	116411004	Oenococcus species	FALSE
sel	a	Selenomonas sp.	Selenomonas sp.	C		AGNR		Selenomonas	SEL	116415008	Selenomonas species	FALSE
vei	a	Veillonella sp.	Veillonella sp.	C		AGNC		Veillonella	VEI	116420008	Veillonella species	FALSE
dei	+	Deinococcus sp.	Deinococcus sp.	C		check		Deinococcus	DEI	116425003	Deinococcus species	FALSE
cam	-	Campylobacter sp.	Campylobacter sp.	C		GNCB		Campylobacter	CAM	116457002	Campylobacter species	FALSE
clm	f	Candida lambica	Candida lambica	C		FUNGUS		Candida	CAN	116458007	Candida lambica	FALSE
chm	-	Chromobacterium sp.	Chromobacterium sp.	C		FERM		Chromobacterium	CHM	116459004	Chromobacterium species	FALSE
clo	a	Clostridium sp.	Clostridium sp.	C		SPORE		Clostridium	CLO	116460009	Clostridium species	FALSE
cor	+	Corynebacterium sp.	Corynebacterium sp.	C		COF		Corynebacterium	COR	116463006	Corynebacterium species	FALSE
eub	a	Eubacterium sp.	Eubacterium sp.	C		NOSPORE		Eubacterium	EUB	116465004	Eubacterium species	FALSE
fu-	a	Fusobacterium sp.	Fusobacterium sp.	C		AGNR		Fusobacterium	FU-	116467007	Fusobacterium species	FALSE
ha-	-	Haemophilus sp.	Haemophilus sp.	C		GNCB		Haemophilus	HA-	116469005	Haemophilus species	FALSE
hor	f	Hormonema sp.	Hormonema sp.	C		FUNGUS		Hormonema	HOR	116470006	Hormonema species	FALSE
lac	a	Lactobacillus sp.	Lactobacillus sp.	C		GPR		Lactobacillus	LAC	116472003	Lactobacillus species	FALSE
meb	-	Methylobacterium sp.	Methylobacterium sp.	C		NFR		Methylobacterium	MEB	116476000	Methylobacterium species	FALSE
mic	+	Micrococcus sp.	Micrococcus sp.	C		CatPos		Micrococcus	MIC	116486004	Micrococcus species	FALSE
myp	b	Mycoplasma sp.	Mycoplasma sp.	C		MYCOP		Mycoplasma	MYP	116487008	Mycoplasma species	FALSE
och	-	Ochrobactrum sp.	Ochrobactrum sp.	C		NFR		Ochrobactrum	OCH	116489006	Ochrobactrum species	FALSE
oan	-	CDC Vd-1	CDC Vd-1	O		NFR		Ochrobactrum	OCH	116490002	Ochrobactrum anthropi	FALSE
ppt	a	Peptostreptococcus sp.	Peptostreptococcus sp.	C		AGPC		Peptostreptococcus	PPT	116491003	Peptostreptococcus species	FALSE
ps-	-	Pseudomonas sp.	Pseudomonas sp.	C		NFR		Pseudomonas	PS-	116493000	Pseudomonas species	FALSE
seb	a	Sebaldella sp.	Sebaldella sp.	C		check		Sebaldella	SEB	116496008	Sebaldella species	FALSE
se-	-	Serratia sp.	Serratia sp.	C		EBC		Serratia	SE-	116497004	Serratia species	FALSE
shi	-	Shigella sp.	Shigella sp.	C		EBC		Shigella	SHI	116498009	Shigella species	FALSE
snd	-	Shigella, non-dysenteriae	Shigella, non-dysenteriae	C		EBC		Shigella	SHI	116498009	Shigella species	FALSE
sta	+	Staphylococcus sp.	Staphylococcus sp.	C				Staphylococcus	STA	116499001	Staphylococcus species	FALSE
sdo	+	Streptococcus downei	Streptococcus downei	C		SVI		Streptococcus	STR	116501009	Streptococcus species	FALSE
str	+	Streptococcus sp.	Streptococcus sp.	C				Streptococcus	STR	116501009	Streptococcus species	FALSE
br-	-	Brucella sp.	Brucella sp.	C		GNCB		Brucella	BR-	116505000	Brucella species	FALSE
157	-	Escherichia coli O157:H7	Escherichia coli O157:H7	C	X	EBC		Escherichia	ESC	124994003	EHEC, serotype O157:H7	FALSE
d01	-	Shigella dysenteriae serotype 1	Shigella dysenteriae serotype 1	C		EBC		Shigella	SHI	124995002	Shigella dysenteriae, serovar 1	FALSE
sd1	-	Shigella dysenteriae Type 1	Shigella dysenteriae Type 1	C		EBC		Shigella	SHI	124995002	Shigella dysenteriae, serovar 1	FALSE
d02	-	Shigella dysenteriae serotype 2	Shigella dysenteriae serotype 2	C		EBC		Shigella	SHI	124996001	Shigella dysenteriae, serovar 2	FALSE
d03	-	Shigella dysenteriae serotype 3	Shigella dysenteriae serotype 3	C		EBC		Shigella	SHI	124997005	Shigella dysenteriae, serovar 3	FALSE
d04	-	Shigella dysenteriae serotype 4	Shigella dysenteriae serotype 4	C		EBC		Shigella	SHI	124998000	Shigella dysenteriae, serovar 4	FALSE
d05	-	Shigella dysenteriae serotype 5	Shigella dysenteriae serotype 5	C		EBC		Shigella	SHI	124999008	Shigella dysenteriae, serovar 5	FALSE
d06	-	Shigella dysenteriae serotype 6	Shigella dysenteriae serotype 6	C		EBC		Shigella	SHI	125000008	Shigella dysenteriae, serovar 6	FALSE
d07	-	Shigella dysenteriae serotype 7	Shigella dysenteriae serotype 7	C		EBC		Shigella	SHI	125001007	Shigella dysenteriae, serovar 7	FALSE
d08	-	Shigella dysenteriae serotype 8	Shigella dysenteriae serotype 8	C		EBC		Shigella	SHI	125002000	Shigella dysenteriae, serovar 8	FALSE
d09	-	Shigella dysenteriae serotype 9	Shigella dysenteriae serotype 9	C		EBC		Shigella	SHI	125003005	Shigella dysenteriae, serovar 9	FALSE
d10	-	Shigella dysenteriae serotype 10	Shigella dysenteriae serotype 10	C		EBC		Shigella	SHI	125004004	Shigella dysenteriae, serovar 10	FALSE
d15	-	Shigella dysenteriae serotype 15	Shigella dysenteriae serotype 15	C		EBC		Shigella	SHI	125005003	Shigella dysenteriae 15	FALSE
f01	-	Shigella flexneri serotype 1	Shigella flexneri serotype 1	C		EBC		Shigella	SHI	125006002	Shigella flexneri, serovar 1	FALSE
f1a	-	Shigella flexneri serotype 1a	Shigella flexneri serotype 1a	C		EBC		Shigella	SHI	125007006	Shigella flexneri, serovar 1a	FALSE
f1b	-	Shigella flexneri serotype 1b	Shigella flexneri serotype 1b	C		EBC		Shigella	SHI	125008001	Shigella flexneri, serovar 1b	FALSE
f02	-	Shigella flexneri serotype 2	Shigella flexneri serotype 2	C		EBC		Shigella	SHI	125009009	Shigella flexneri, serovar 2	FALSE
f2a	-	Shigella flexneri serotype 2a	Shigella flexneri serotype 2a	C		EBC		Shigella	SHI	125010004	Shigella flexneri, serovar 2a	FALSE
f2b	-	Shigella flexneri serotype 2b	Shigella flexneri serotype 2b	C		EBC		Shigella	SHI	125011000	Shigella flexneri, serovar 2b	FALSE
f03	-	Shigella flexneri serotype 3	Shigella flexneri serotype 3	C		EBC		Shigella	SHI	125012007	Shigella flexneri, serovar 3	FALSE
f3a	-	Shigella flexneri serotype 3a	Shigella flexneri serotype 3a	C		EBC		Shigella	SHI	125013002	Shigella flexneri, serovar 3a	FALSE
f3b	-	Shigella flexneri serotype 3b	Shigella flexneri serotype 3b	C		EBC		Shigella	SHI	125014008	Shigella flexneri, serovar 3b	FALSE
f04	-	Shigella flexneri serotype 4	Shigella flexneri serotype 4	C		EBC		Shigella	SHI	125016005	Shigella flexneri, serovar 4	FALSE
f4a	-	Shigella flexneri serotype 4a	Shigella flexneri serotype 4a	C		EBC		Shigella	SHI	125017001	Shigella flexneri, serovar 4a	FALSE
f4b	-	Shigella flexneri serotype 4b	Shigella flexneri serotype 4b	C		EBC		Shigella	SHI	125018006	Shigella flexneri, serovar 4b	FALSE
f05	-	Shigella flexneri serotype 5	Shigella flexneri serotype 5	C		EBC		Shigella	SHI	125019003	Shigella flexneri, serovar 5	FALSE
f06	-	Shigella flexneri serotype 6	Shigella flexneri serotype 6	C		EBC		Shigella	SHI	125020009	Shigella flexneri, serovar 6	FALSE
b01	-	Shigella boydii serotype 1	Shigella boydii serotype 1	C	X	EBC		Shigella	SHI	125022001	Shigella boydii, serovar 1	FALSE
b02	-	Shigella boydii serotype 2	Shigella boydii serotype 2	C		EBC		Shigella	SHI	125023006	Shigella boydii, serovar 2	FALSE
b03	-	Shigella boydii serotype 3	Shigella boydii serotype 3	C		EBC		Shigella	SHI	125024000	Shigella boydii, serovar 3	FALSE
b04	-	Shigella boydii serotype 4	Shigella boydii serotype 4	C		EBC		Shigella	SHI	125025004	Shigella boydii, serovar 4	FALSE
b05	-	Shigella boydii serotype 5	Shigella boydii serotype 5	C		EBC		Shigella	SHI	125026003	Shigella boydii, serovar 5	FALSE
b06	-	Shigella boydii serotype 6	Shigella boydii serotype 6	C		EBC		Shigella	SHI	125027007	Shigella boydii, serovar 6	FALSE
b07	-	Shigella boydii serotype 7	Shigella boydii serotype 7	C		EBC		Shigella	SHI	125028002	Shigella boydii, serovar 7	FALSE
b08	-	Shigella boydii serotype 8	Shigella boydii serotype 8	C		EBC		Shigella	SHI	125029005	Shigella boydii, serovar 8	FALSE
b09	-	Shigella boydii serotype 9	Shigella boydii serotype 9	C		EBC		Shigella	SHI	125030000	Shigella boydii, serovar 9	FALSE
b10	-	Shigella boydii serotype 10	Shigella boydii serotype 10	C		EBC		Shigella	SHI	125031001	Shigella boydii, serovar 10	FALSE
b11	-	Shigella boydii serotype 11	Shigella boydii serotype 11	C		EBC		Shigella	SHI	125032008	Shigella boydii, serovar 11	FALSE
b12	-	Shigella boydii serotype 12	Shigella boydii serotype 12	C		EBC		Shigella	SHI	125033003	Shigella boydii, serovar 12	FALSE
b13	-	Shigella boydii serotype 13	Shigella boydii serotype 13	C		EBC		Shigella	SHI	125034009	Shigella boydii, serovar 13	FALSE
b14	-	Shigella boydii serotype 14	Shigella boydii serotype 14	C		EBC		Shigella	SHI	125035005	Shigella boydii, serovar 14	FALSE
b15	-	Shigella boydii serotype 15	Shigella boydii serotype 15	C		EBC		Shigella	SHI	125036006	Shigella boydii, serovar 15	FALSE
fla	-	Flavobacterium sp.	Flavobacterium sp.	C		NFR		Flavobacterium	FLA	125037002	Flavobacterium species	FALSE
nmo	-	Neisseria meningitidis, other serogroups	Neisseria meningitidis, other serogroups	C		GNC		Neisseria	NE-	125041003	Neisseria meningitidis group X	FALSE
tre	b	Treponema sp.	Treponema sp.	C		TREP		Treponema	TRE	125047004	Treponema species	FALSE
139	-	Vibrio cholerae O139	Vibrio cholerae O139	C		FERM		Vibrio	VI-	125048009	Vibrio cholerae serogroup O:139	FALSE
spt	f	Sporotrichum sp.	Sporotrichum sp.	C		FUNGUS		Sporotrichum	SPT	125053004	Sporotrichum species	FALSE
bsb	+	Streptococcus, beta-haem. Group B	Streptococcus, beta-haem. Group B	C	X	BS-		Streptococcus	STR	127500001	Group B streptococcus	FALSE
noc	+	Nocardia sp.	Nocardia sp.	C		GPR		Nocardia	NOC	127524009	Nocardia species	FALSE
hku	+	Helcococcus kunzii	Helcococcus kunzii	C		CatNeg		Helcococcus	HEC	127527002	Helcococcus kunzii	FALSE
hec	+	Helcococcus sp.	Helcococcus sp.	C		CatNeg		Helcococcus	HEC	127528007	Helcococcus species	FALSE
4c2	-	CDC IVc-2	CDC IVc-2	C						127534000	Centers for Disease Control and Prevention (CDC) group IVc-2 (organism)	FALSE
sc+	+	Staphylococcus, coagulase positive	Staphylococcus, coagulase positive	C		SC+		Staphylococcus	STA	127535004	Staphylococcus, coagulase positive	FALSE
pab	+	Paenibacillus sp.	Paenibacillus sp.	C		GPR		Paenibacillus	PAB	127542004	Paenibacillus species	FALSE
mib	+	CDC Coryneform Group A-4	CDC Coryneform Group A-4	O		COF		Microbacterium	MIB	127543009	Microbacterium species	FALSE
afp	f	Aspergillus fumigatus var. phialiseptus	Aspergillus fumigatus var. phialiseptus	C		FUNGUS		Aspergillus	ASP	127545002	Aspergillus fumigatus, serotype 1	FALSE
sdy	+	Streptococcus dysgalactiae	Streptococcus dysgalactiae	O				Streptococcus	STR	128338004	Streptococcus dysgalactiae subspecies dysgalactiae	FALSE
mah	-	Mannheimia species	Mannheimia species	C				Mannheimia	MAH	128382008	Mannheimia species	FALSE
pha	-	Mannheimia haemolytica	Mannheimia haemolytica	C				Mannheimia	MAH	128385005	Mannheimia haemolytica	FALSE
jav	-	Salmonella Java	Salmonella Java	C		EBC	GRB	Salmonella	SAL	128388007	Salmonella Java	FALSE
kol	-	Kingella oralis	Kingella oralis	C		HAK		Kingella	KIN	129080004	Kingella oralis	FALSE
avb	a	Acetivibrio sp.	Acetivibrio sp.	C		check		Acetivibrio	AVB	131199002	Acetivibrio species	FALSE
acp	b	Acholeplasma sp.	Acholeplasma sp.	C		check		Acholeplasma	ACP	131200004	Acholeplasma species	FALSE
alc	-	Alcaligenes sp.	Alcaligenes sp.	C		NFR		Alcaligenes	ALC	131201000	Alcaligenes species	FALSE
acd	a	Acidaminococcus sp.	Acidaminococcus sp.	C		AGNC		Acidaminococcus	ACD	131202007	Acidaminococcus species	FALSE
aec	+	Aerococcus sp.	Aerococcus sp.	C		CatNeg		Aerococcus	AEC	131206005	Aerococcus species	FALSE
aer	-	Aeromonas sp.	Aeromonas sp.	C		FERM		Aeromonas	AER	131207001	Aeromonas species	FALSE
agr	-	Agrobacterium sp.	Agrobacterium sp.	C		NFR		Agrobacterium	AGR	131208006	Agrobacterium species	FALSE
aly	-	Alysiella sp.	Alysiella sp.	C		check		Alysiella	ALY	131211007	Alysiella species	FALSE
anp	a	Anaerobiospirillum sp.	Anaerobiospirillum sp.	C		AGNR		Anaerobiospirillum	ANP	131212000	Anaerobiospirillum species	FALSE
arh	a	Anaerorhabdus sp.	Anaerorhabdus sp.	C		AGNR		Anaerorhabdus	ARH	131213005	Anaerorhabdus species	FALSE
anv	a	Anaerovibrio sp.	Anaerovibrio sp.	C		check		Anaerovibrio	ANV	131214004	Anaerovibrio species	FALSE
arb	+	Arcanobacterium sp.	Arcanobacterium sp.	C		COF		Arcanobacterium	ARB	131216002	Arcanobacterium species	FALSE
atb	+	Arthrobacter sp.	Arthrobacter sp.	C		GPR		Arthrobacter	ATB	131217006	Arthrobacter species	FALSE
bac	a	Bacteroides sp.	Bacteroides sp.	C		AGNR		Bacteroides	BAC	131218001	Bacteroides species	FALSE
bd-	-	Bordetella sp.	Bordetella sp.	C		GNCB		Bordetella	BD-	131220003	Bordetella species	FALSE
e26	-	Bordetella-like species	Bordetella-like species	C		GNCB		Bordetella	BD-	131220003	Bordetella species	FALSE
bol	b	Borrelia sp.	Borrelia sp.	C		TREP		Borrelia	BOL	131221004	Borrelia species	FALSE
tsk	+	Tsukamurella sp.	Tsukamurella sp.	C		GPR		Tsukamurella	TSK	131226009	Tsukamurella species	FALSE
brs	b	Brachyspira sp.	Brachyspira sp.	C		TREP		Brachyspira	BRS	131228005	Brachyspira species	FALSE
but	a	Butyrivibrio sp.	Butyrivibrio sp.	C		AGNR		Butyrivibrio	BUT	131230007	Butyrivibrio species	FALSE
cmb	-	Calymmatobacterium sp.	Calymmatobacterium sp.	C		GNCB		Calymmatobacterium	CMB	131231006	Calymmatobacterium species	FALSE
car	-	Cardiobacterium sp.	Cardiobacterium sp.	C		HAK		Cardiobacterium	CAR	131232004	Cardiobacterium species	FALSE
chr	-	Chryseomonas sp.	Chryseomonas sp.	C		check		Chryseomonas	CHR	131233009	Chryseomonas species	FALSE
hel	-	Helicobacter sp.	Helicobacter sp.	C		GNCB		Helicobacter	HEL	131234003	Helicobacter species	FALSE
sph	-	Sphingomonas sp.	Sphingomonas sp.	C		NFR		Sphingomonas	SPH	131235002	Sphingomonas species	FALSE
myr	-	Myroides sp.	Myroides sp.	C		NFR		Myroides	MYR	131237005	Myroides species	FALSE
plc	+	Planococcus sp.	Planococcus sp.	C		check		Planococcus	PLC	131238000	Planococcus species	FALSE
cen	a	Centipeda sp.	Centipeda sp.	C		AGNR		Centipeda	CEN	131239008	Centipeda species	FALSE
com	-	Comamonas sp.	Comamonas sp.	C		NFR		Comamonas	COM	131240005	Comamonas species	FALSE
det	+	Dermatophilus sp.	Dermatophilus sp.	C		GPR		Dermatophilus	DET	131242002	Dermatophilus species	FALSE
del	a	Desulfobulbus sp.	Desulfobulbus sp.	C		check		Desulfobulbus	DEL	131244001	Desulfobulbus species	FALSE
dem	a	Desulfomonas sp.	Desulfomonas sp.	C		AGNR		Desulfomonas	DEM	131245000	Desulfomonas species	FALSE
eik	-	Eikenella sp.	Eikenella sp.	C		HAK		Eikenella	EIK	131247008	Eikenella species	FALSE
cri	a	Cristispira sp.	Cristispira sp.	C		check		Cristispira	CRI	131248003	Cristispira species	FALSE
emp	-	Empedobacter sp.	Empedobacter sp.	C		NFR		Empedobacter	EMP	131249006	Empedobacter species	FALSE
ato	a	Atopobium sp.	Atopobium sp.	C		NOSPORE		Atopobium	ATO	131250006	Atopobium species	FALSE
bud	-	Budvicia sp.	Budvicia sp.	C		EBC		Budvicia	BUD	131253008	Budvicia species	FALSE
bua	-	Buttiauxella sp.	Buttiauxella sp.	C		EBC		Buttiauxella	BUA	131254002	Buttiauxella species	FALSE
ced	-	Cedecea sp.	Cedecea sp.	C		EBC		Cedecea	CED	131255001	Cedecea species	FALSE
ci-	-	Citrobacter sp.	Citrobacter sp.	C		EBC		Citrobacter	CI-	131256000	Citrobacter species	FALSE
edw	-	Edwardsiella sp.	Edwardsiella sp.	C		EBC		Edwardsiella	EDW	131257009	Edwardsiella species	FALSE
erw	-	Erwinia sp.	Erwinia sp.	C		EBC		Erwinia	ERW	131258004	Erwinia species	FALSE
esc	-	Escherichia sp.	Escherichia sp.	C		EBC		Escherichia	ESC	131259007	Escherichia species	FALSE
o26	-	Escherichia coli O26	Escherichia coli O26	C		EBC		Escherichia	ESC	131260002	Escherichia coli, serotype O26	FALSE
111	-	Escherichia coli O111	Escherichia coli O111	C		EBC		Escherichia	ESC	131261003	Escherichia coli, serotype O111	FALSE
ewi	-	Ewingella sp.	Ewingella sp.	C		EBC		Ewingella	EWI	131262005	Ewingella species	FALSE
gor	+	Gordona sp.	Gordona sp.	C		GPR		Gordona	GOR	131264006	Gordonia species	FALSE
sah	+	Saccharopolyspora sp.	Saccharopolyspora sp.	C		check		Saccharopolyspora	SAH	131268009	Saccharopolyspora species	FALSE
kl-	-	Klebsiella sp.	Klebsiella sp.	C		EBC		Klebsiella	KL-	131269001	Klebsiella species	FALSE
klu	-	Kluyvera sp.	Kluyvera sp.	C		EBC		Kluyvera	KLU	131270000	Kluyvera species	FALSE
moe	-	Moellerella sp.	Moellerella sp.	C		EBC		Moellerella	MOE	131272008	Moellerella species	FALSE
lem	-	Leminorella sp.	Leminorella sp.	C		EBC		Leminorella	LEM	131273003	Leminorella species	FALSE
pr-	-	Proteus sp.	Proteus sp.	C		EBC		Proteus	PR-	131275005	Proteus species	FALSE
prv	-	Providencia sp.	Providencia sp.	C		EBC		Providencia	PRV	131276006	Providencia species	FALSE
bcx	-	Burkholderia cepacia complex	Burkholderia cepacia complex	C		NFR		Burkholderia	BUK	131281002	Burkholderia cepacia complex	FALSE
gc2	-	Salmonella Group C2 (O:6,8)	Salmonella Group C2	C		EBC	GRC	Salmonella	SAL	131284005	Salmonella serotype C2,6,8:eh:-	FALSE
ros	-	Roseomonas sp.	Roseomonas sp.	C		NFR		Roseomonas	ROS	131291008	Roseomonas species	FALSE
ber	-	Bergeyella sp.	Bergeyella sp.	C		NFR		Bergeyella	BER	131292001	Bergeyella species	FALSE
flu	-	Fluoribacter sp.	Fluoribacter sp.	C		check		Fluoribacter	FLU	131293006	Fluoribacter species	FALSE
tat	-	Tatumella sp.	Tatumella sp.	C		EBC		Tatumella	TAT	131294000	Tatumella species	FALSE
yer	-	Yersinia sp.	Yersinia sp.	C		EBC		Yersinia	YER	131295004	Yersinia species	FALSE
yok	-	Koserella sp.	Koserella sp.	O		EBC		Yokenella	YOK	131296003	Yokenella species	FALSE
ery	+	Erysipelothrix sp.	Erysipelothrix sp.	C		GPR		Erysipelothrix	ERY	131298002	Erysipelothrix species	FALSE
lit	-	Listonella sp.	Listonella sp.	C		check		Listonella	LIT	131304006	Listonella species	FALSE
phb	-	Photobacterium sp.	Photobacterium sp.	C		check		Photobacterium	PHB	131305007	Photobacterium species	FALSE
flv	-	Flavimonas sp.	Flavimonas sp.	C		check		Flavimonas	FLV	131307004	Flavimonas sp.	FALSE
fra	-	Francisella sp.	Francisella sp.	C		GNCB		Francisella	FRA	131308009	Francisella species	FALSE
gar	+	Gardnerella sp.	Gardnerella sp.	C		GPR		Gardnerella	GAR	131309001	Gardnerella species	FALSE
gem	a	Gemella sp.	Gemella sp.	C		CatNeg		Gemella	GEM	131311005	Gemella species	FALSE
kin	-	Kingella sp.	Kingella sp.	C		HAK		Kingella	KIN	131313008	Kingella species	FALSE
koc	+	Kocuria sp.	Kocuria sp.	C		CatPos		Kocuria	KOC	131316000	Kocuria species	FALSE
lat	+	Lactococcus sp.	Lactococcus sp.	C		CatNeg		Lactococcus	LAT	131321002	Lactococcus species	FALSE
lep	a	Leptotrichia sp.	Leptotrichia sp.	C		AGNR		Leptotrichia	LEP	131328008	Leptotrichia species	FALSE
leu	+	Leuconostoc sp.	Leuconostoc sp.	C		CatNeg		Leuconostoc	LEU	131329000	Leuconostoc species	FALSE
lis	+	Listeria sp.	Listeria sp.	C		GPR		Listeria	LIS	131330005	Listeria species	FALSE
meg	a	Megamonas sp.	Megamonas sp.	C		check		Megamonas	MEG	131333007	Megamonas species	FALSE
mes	a	Megasphaera sp.	Megasphaera sp.	C		AGNC		Megasphaera	MES	131334001	Megasphaera species	FALSE
mob	a	Mobiluncus sp.	Mobiluncus sp.	C		NOSPORE		Mobiluncus	MOB	131335000	Mobiluncus species	FALSE
mit	a	Mitsuokella sp.	Mitsuokella sp.	C		AGNR		Mitsuokella	MIT	131336004	Mitsuokella species	FALSE
mo-	-	Branhamella sp.	Branhamella sp.	O		NFR		Moraxella	MO-	131337008	Moraxella species	FALSE
myc	m	Mycobacterium sp.	Mycobacterium sp.	C		MYCO		Mycobacterium	MYC	131339006	Mycobacterium species	FALSE
ne-	-	Neisseria sp.	Neisseria sp.	C		GNC		Neisseria	NE-	131340008	Neisseria species	FALSE
nod	+	Nocardiopsis sp.	Nocardiopsis sp.	C		GPR		Nocardiopsis	NOD	131343005	Nocardiopsis species	FALSE
oli	-	Oligella sp.	Oligella sp.	C		NFR		Oligella	OLI	131344004	Oligella species	FALSE
pas	-	Pasteurella sp.	Pasteurella sp.	C		FERM		Pasteurella	PAS	131346002	Pasteurella species	FALSE
ple	-	Plesiomonas sp.	Plesiomonas sp.	C		EBC		Plesiomonas	PLE	131347006	Plesiomonas species	FALSE
prp	a	Propionibacterium sp.	Propionibacterium sp.	C		NOSPORE		Propionibacterium	PRP	131348001	Propionibacterium species	FALSE
psy	-	Psychrobacter sp.	Psychrobacter sp.	C		NFR		Psychrobacter	PSY	131349009	Psychrobacter species	FALSE
rhd	+	Rhodococcus sp.	Rhodococcus sp.	C		GPR		Rhodococcus	RHD	131350009	Rhodococcus species	FALSE
rik	a	Rikenella sp.	Rikenella sp.	C		check		Rikenella	RIK	131351008	Rikenella species	FALSE
rub	a	Ruminobacter sp.	Ruminobacter sp.	C		check		Ruminobacter	RUB	131352001	Ruminobacter species	FALSE
rum	a	Ruminococcus sp.	Ruminococcus sp.	C		AGPC		Ruminococcus	RUM	131353006	Ruminococcus species	FALSE
sar	a	Sarcina sp.	Sarcina sp.	C		check		Sarcina	SAR	131354000	Sarcina species	FALSE
sim	-	Simonsiella sp.	Simonsiella sp.	C		check		Simonsiella	SIM	131355004	Simonsiella species	FALSE
spr	b	Spirillum sp.	Spirillum sp.	C		TREP		Spirillum	SPR	131356003	Spirillum species	FALSE
spb	-	Sphingobacterium sp.	Sphingobacterium sp.	C		NFR		Sphingobacterium	SPB	131357007	Sphingobacterium species	FALSE
stp	+	Streptomyces sp.	Streptomyces sp.	C		GPR		Streptomyces	STP	131364009	Streptomyces species	FALSE
sum	a	Succinimonas sp.	Succinimonas sp.	C		check		Succinimonas	SUM	131365005	Succinimonas species	FALSE
suc	a	Succinivibrio sp.	Succinivibrio sp.	C		check		Succinivibrio	SUC	131366006	Succinivibrio species	FALSE
tay	-	Taylorella sp.	Taylorella sp.	C		check		Taylorella	TAY	131367002	Taylorella species	FALSE
tis	a	Tissierella sp.	Tissierella sp.	C		check		Tissierella	TIS	131369004	Tissierella species	FALSE
ure	b	Ureaplasma sp.	Ureaplasma sp.	C		MYCOP		Ureaplasma	URE	131371004	Ureaplasma species	FALSE
vi-	-	Vibrio sp.	Vibrio sp.	C		FERM		Vibrio	VI-	131373001	Vibrio species	FALSE
wee	-	Weeksella sp.	Weeksella sp.	C		NFR		Weeksella	WEE	131374007	Weeksella species	FALSE
wol	a	Wolinella sp.	Wolinella sp.	C		check		Wolinella	WOL	131375008	Wolinella species	FALSE
xan	-	Xanthomonas sp.	Xanthomonas sp.	C		check		Xanthomonas	XAN	131376009	Xanthomonas species	FALSE
ren	+	Renibacterium sp.	Renibacterium sp.	C		check		Renibacterium	REN	131377000	Renibacterium species	FALSE
